Date,Publisher,Campaign,Status,Average Position,Quality Score,Impressions,Clicks,Publication Cost (USD),Average Bid USD,Average CPC USD,Daily Budget USD,Application Starts,Application Submissions,New Account Conversions,Impression share,Non-Budget Impression Share Lost,Budget Impression Share Lost,Comments
01/02/14,Google,CCBG - Platinum,Active,1.2,9.3,253,19, $5.46 , $7.11 , $0.29 , $200.00 ,5,0,0,95.83%,4.17%,0.00%,
01/03/14,Google,CCBG - Platinum,Active,1.2,9.4,231,22, $7.77 , $6.52 , $0.35 , $200.00 ,5,1,1,95.85%,4.15%,0.00%,
01/04/14,Google,CCBG - Platinum,Active,1.3,9.4,159,10, $9.83 , $6.54 , $0.98 , $200.00 ,2,0,0,94.64%,5.36%,0.00%,
01/05/14,Google,CCBG - Platinum,Active,1.2,9.4,180,12, $8.64 , $6.76 , $0.72 , $200.00 ,0,0,0,96.26%,3.74%,0.00%,
01/06/14,Google,CCBG - Platinum,Active,1.1,9.6,215,22, $13.09 , $6.54 , $0.60 , $200.00 ,2,0,0,96.41%,3.59%,0.00%,
01/07/14,Google,CCBG - Platinum,Active,1.2,9.6,173,20, $10.54 , $6.00 , $0.53 , $200.00 ,1,0,0,94.54%,5.46%,0.00%,
01/08/14,Google,CCBG - Platinum,Active,1.2,9.5,179,21, $20.14 , $6.65 , $0.96 , $200.00 ,2,0,0,97.28%,2.72%,0.00%,
01/09/14,Google,CCBG - Platinum,Active,1.1,9.6,187,12, $2.48 , $6.38 , $0.21 , $200.00 ,0,0,0,97.91%,2.09%,0.00%,
01/10/14,Google,CCBG - Platinum,Active,1.2,9.5,170,19, $10.39 , $6.27 , $0.55 , $200.00 ,1,1,1,92.90%,7.10%,0.00%,
01/11/14,Google,CCBG - Platinum,Active,1.2,9.6,160,10, $4.24 , $6.68 , $0.42 , $200.00 ,0,0,0,94.67%,5.33%,0.00%,
01/12/14,Google,CCBG - Platinum,Active,1.2,9.5,116,10, $8.09 , $6.62 , $0.81 , $200.00 ,3,0,0,92.80%,7.20%,0.00%,
01/13/14,Google,CCBG - Platinum,Active,1.1,9.4,185,13, $6.14 , $7.41 , $0.47 , $200.00 ,0,0,0,92.04%,7.96%,0.00%,
01/14/14,Google,CCBG - Platinum,Active,1.2,9.4,162,14, $12.85 , $7.02 , $0.92 , $200.00 ,0,0,0,97.01%,2.99%,0.00%,
01/15/14,Google,CCBG - Platinum,Active,1.2,9.3,146,10, $3.94 , $7.15 , $0.39 , $200.00 ,0,0,0,93.59%,6.41%,0.00%,
01/16/14,Google,CCBG - Platinum,Active,1.2,9.3,164,9, $5.34 , $7.61 , $0.59 , $200.00 ,0,0,0,94.80%,5.20%,0.00%,
01/17/14,Google,CCBG - Platinum,Active,1.2,9.2,159,17, $6.71 , $7.29 , $0.39 , $200.00 ,0,0,0,96.36%,3.64%,0.00%,
01/18/14,Google,CCBG - Platinum,Active,1.2,9.3,100,11, $6.43 , $7.14 , $0.58 , $200.00 ,3,1,1,92.59%,7.41%,0.00%,
01/19/14,Google,CCBG - Platinum,Active,1.1,9.3,102,6, $2.33 , $7.00 , $0.39 , $200.00 ,1,0,0,91.89%,8.11%,0.00%,
01/20/14,Google,CCBG - Platinum,Active,1.2,9.3,153,13, $6.00 , $7.39 , $0.46 , $200.00 ,3,0,0,93.29%,6.71%,0.00%,
01/21/14,Google,CCBG - Platinum,Active,1.1,9.4,159,9, $3.40 , $7.78 , $0.38 , $200.00 ,0,0,0,92.98%,7.02%,0.00%,
01/22/14,Google,CCBG - Platinum,Active,1.1,9.4,212,16, $9.16 , $7.19 , $0.57 , $200.00 ,3,1,1,99.07%,0.93%,0.00%,
01/23/14,Google,CCBG - Platinum,Active,1.1,9.3,147,15, $5.21 , $7.80 , $0.35 , $200.00 ,1,0,0,86.47%,13.53%,0.00%,
01/24/14,Google,CCBG - Platinum,Active,1.1,9.3,159,8, $13.06 , $7.50 , $1.63 , $200.00 ,0,0,0,96.95%,3.05%,0.00%,
01/25/14,Google,CCBG - Platinum,Active,1.3,9.3,95,12, $6.34 , $7.25 , $0.53 , $200.00 ,1,0,0,94.06%,5.94%,0.00%,
01/26/14,Google,CCBG - Platinum,Active,1.3,9.3,96,3, $2.62 , $6.50 , $0.87 , $200.00 ,0,0,0,91.43%,8.57%,0.00%,
01/27/14,Google,CCBG - Platinum,Active,1.3,9.4,211,13, $8.41 , $8.04 , $0.65 , $200.00 ,2,0,0,95.48%,4.52%,0.00%,
01/28/14,Google,CCBG - Platinum,Active,1.2,9.3,212,18, $11.72 , $6.93 , $0.65 , $200.00 ,0,0,0,96.36%,3.64%,0.00%,
01/29/14,Google,CCBG - Platinum,Active,1.2,9.3,153,11, $6.56 , $7.30 , $0.60 , $200.00 ,0,0,0,92.73%,7.27%,0.00%,
01/30/14,Google,CCBG - Platinum,Active,1.3,9.3,127,9, $2.23 , $7.67 , $0.25 , $200.00 ,1,0,0,94.07%,5.93%,0.00%,
01/31/14,Google,CCBG - Platinum,Active,1.2,9.2,72,10, $5.02 , $7.02 , $0.50 , $200.00 ,0,0,0,88.89%,11.11%,0.00%,
02/01/14,Google,CCBG - Platinum,Active,1.2,9.4,92,7, $5.33 , $6.86 , $0.76 , $200.00 ,5,1,0,96.84%,3.16%,0.00%,
02/02/14,Google,CCBG - Platinum,Active,1.3,9.1,103,5, $1.29 , $7.20 , $0.26 , $200.00 ,0,0,0,93.64%,6.36%,0.00%,
02/03/14,Google,CCBG - Platinum,Active,1.2,9.2,161,9, $6.99 , $7.28 , $0.78 , $200.00 ,2,0,0,96.99%,3.01%,0.00%,
02/04/14,Google,CCBG - Platinum,Active,1.3,9.4,161,16, $8.58 , $7.31 , $0.54 , $200.00 ,0,0,0,96.43%,3.57%,0.00%,
02/05/14,Google,CCBG - Platinum,Active,1.3,9.5,170,13, $5.34 , $7.31 , $0.41 , $200.00 ,1,0,0,92.90%,7.10%,0.00%,
02/06/14,Google,CCBG - Platinum,Active,1.3,9.5,169,13, $5.41 , $7.73 , $0.42 , $200.00 ,2,0,0,92.35%,7.65%,0.00%,
02/07/14,Google,CCBG - Platinum,Active,1.3,9.5,152,15, $12.73 , $7.47 , $0.85 , $200.00 ,1,0,0,95.00%,5.00%,0.00%,
02/08/14,Google,CCBG - Platinum,Active,1.2,9.6,137,11, $9.22 , $7.33 , $0.84 , $200.00 ,0,0,0,93.20%,6.80%,0.00%,
02/09/14,Google,CCBG - Platinum,Active,1.2,9.4,135,6, $5.36 , $7.17 , $0.89 , $200.00 ,0,0,0,93.75%,6.25%,0.00%,
02/10/14,Google,CCBG - Platinum,Active,1.2,9.4,179,18, $18.22 , $7.50 , $1.01 , $200.00 ,3,0,0,89.50%,10.50%,0.00%,
02/11/14,Google,CCBG - Platinum,Active,1.1,9.2,166,16, $6.85 , $7.47 , $0.43 , $200.00 ,1,0,0,93.79%,6.21%,0.00%,
02/12/14,Google,CCBG - Platinum,Active,1.1,9.1,201,19, $17.77 , $7.79 , $0.94 , $200.00 ,1,0,0,97.10%,2.90%,0.00%,
02/13/14,Google,CCBG - Platinum,Active,1.1,9.2,146,7, $7.51 , $7.14 , $1.07 , $200.00 ,0,0,0,92.41%,7.59%,0.00%,
02/14/14,Google,CCBG - Platinum,Active,1.1,9.1,142,14, $6.86 , $7.54 , $0.49 , $200.00 ,2,0,0,93.42%,6.58%,0.00%,
02/15/14,Google,CCBG - Platinum,Active,1.2,9.1,140,11, $2.62 , $7.50 , $0.24 , $200.00 ,1,0,0,93.33%,6.67%,0.00%,
02/16/14,Google,CCBG - Platinum,Active,1.1,9.1,155,12, $3.46 , $7.88 , $0.29 , $200.00 ,0,0,0,92.81%,7.19%,0.00%,
02/17/14,Google,CCBG - Platinum,Active,1.1,9.1,196,14, $4.96 , $7.68 , $0.35 , $200.00 ,0,0,0,93.78%,6.22%,0.00%,
02/18/14,Google,CCBG - Platinum,Active,1.1,9.3,148,14, $9.44 , $7.23 , $0.67 , $200.00 ,0,0,0,98.01%,1.99%,0.00%,
02/19/14,Google,CCBG - Platinum,Active,1.2,9.3,156,16, $11.94 , $7.32 , $0.75 , $200.00 ,3,0,0,92.31%,7.69%,0.00%,
02/20/14,Google,CCBG - Platinum,Active,1.2,9.2,141,11, $6.31 , $7.98 , $0.57 , $200.00 ,1,0,0,87.04%,12.96%,0.00%,
02/21/14,Google,CCBG - Platinum,Active,1.2,9.3,104,10, $8.40 , $6.98 , $0.84 , $200.00 ,0,0,0,89.66%,10.34%,0.00%,
02/22/14,Google,CCBG - Platinum,Active,1.1,9.2,104,6, $2.49 , $7.88 , $0.42 , $200.00 ,0,0,0,97.20%,2.80%,0.00%,
02/23/14,Google,CCBG - Platinum,Active,1.1,9.3,93,8, $2.45 , $7.41 , $0.31 , $200.00 ,0,0,0,94.90%,5.10%,0.00%,
02/24/14,Google,CCBG - Platinum,Active,1.1,9.2,133,8, $3.53 , $6.94 , $0.44 , $200.00 ,0,0,0,95.68%,4.32%,0.00%,
02/25/14,Google,CCBG - Platinum,Active,1.3,9.3,126,15, $4.83 , $7.20 , $0.32 , $200.00 ,2,0,0,95.45%,4.55%,0.00%,
02/26/14,Google,CCBG - Platinum,Active,1.2,9.3,143,17, $10.35 , $7.33 , $0.61 , $200.00 ,4,0,0,93.46%,6.54%,0.00%,
02/27/14,Google,CCBG - Platinum,Active,1.2,9.4,144,12, $9.06 , $7.57 , $0.76 , $200.00 ,3,0,0,94.74%,5.26%,0.00%,
02/28/14,Google,CCBG - Platinum,Active,1.2,9.3,110,6, $2.03 , $7.50 , $0.34 , $200.00 ,0,0,0,95.65%,4.35%,0.00%,
03/01/14,Google,CCBG - Platinum,Active,1.2,9.3,120,14, $6.56 , $7.76 , $0.47 , $200.00 ,1,0,0,93.02%,6.98%,0.00%,
03/02/14,Google,CCBG - Platinum,Active,1.2,9.3,103,10, $2.88 , $7.27 , $0.29 , $200.00 ,0,0,0,93.64%,6.36%,0.00%,
03/03/14,Google,CCBG - Platinum,Active,1.1,9.3,150,10, $12.47 , $7.36 , $1.25 , $200.00 ,4,0,0,97.40%,2.60%,0.00%,
03/04/14,Google,CCBG - Platinum,Active,1.2,9.3,163,19, $9.55 , $8.05 , $0.50 , $200.00 ,2,0,0,93.14%,6.86%,0.00%,
03/05/14,Google,CCBG - Platinum,Active,1.2,9.3,152,19, $11.92 , $7.82 , $0.63 , $200.00 ,0,0,0,91.57%,8.43%,0.00%,
03/06/14,Google,CCBG - Platinum,Active,1.1,9.3,160,12, $5.47 , $7.75 , $0.46 , $200.00 ,1,1,1,97.56%,2.44%,0.00%,
03/07/14,Google,CCBG - Platinum,Active,1.1,9.3,137,14, $10.10 , $7.12 , $0.72 , $200.00 ,3,1,1,94.48%,5.52%,0.00%,
03/08/14,Google,CCBG - Platinum,Active,1.1,9.4,82,8, $4.06 , $7.22 , $0.51 , $200.00 ,0,0,0,92.13%,7.87%,0.00%,
03/09/14,Google,CCBG - Platinum,Active,1.2,9.2,69,6, $7.27 , $8.25 , $1.21 , $200.00 ,2,0,0,89.61%,10.39%,0.00%,
03/10/14,Google,CCBG - Platinum,Active,1,9.3,119,16, $9.72 , $7.59 , $0.61 , $200.00 ,0,0,0,94.44%,5.56%,0.00%,
03/11/14,Google,CCBG - Platinum,Active,1.2,9.4,123,10, $4.39 , $7.65 , $0.44 , $200.00 ,6,0,0,94.62%,5.38%,0.00%,
03/12/14,Google,CCBG - Platinum,Active,1.1,9.3,122,17, $17.24 , $7.28 , $1.01 , $200.00 ,0,0,0,93.85%,6.15%,0.00%,
03/13/14,Google,CCBG - Platinum,Active,1.1,9.3,92,9, $12.39 , $6.24 , $1.38 , $200.00 ,0,0,0,92.93%,7.07%,0.00%,
03/14/14,Google,CCBG - Platinum,Active,1.1,9.3,88,13, $12.31 , $7.33 , $0.95 , $200.00 ,0,0,0,90.72%,9.28%,0.00%,
03/15/14,Google,CCBG - Platinum,Active,1.2,9.3,108,12, $5.81 , $7.38 , $0.48 , $200.00 ,4,2,2,88.52%,11.48%,0.00%,
03/16/14,Google,CCBG - Platinum,Active,1.1,9.3,94,11, $12.14 , $6.41 , $1.10 , $200.00 ,0,0,0,94.95%,5.05%,0.00%,
03/17/14,Google,CCBG - Platinum,Active,1.1,9.2,97,18, $16.59 , $7.04 , $0.92 , $200.00 ,2,0,0,89.81%,10.19%,0.00%,
03/18/14,Google,CCBG - Platinum,Active,1.1,9.2,109,11, $8.16 , $7.50 , $0.74 , $200.00 ,4,0,0,93.16%,6.84%,0.00%,
03/19/14,Google,CCBG - Platinum,Active,1.1,9.2,174,14, $12.78 , $7.12 , $0.91 , $200.00 ,6,2,2,97.21%,2.79%,0.00%,
03/20/14,Google,CCBG - Platinum,Active,1.2,9.3,119,15, $8.30 , $7.25 , $0.55 , $200.00 ,1,1,1,95.97%,4.03%,0.00%,
03/21/14,Google,CCBG - Platinum,Active,1.2,9.3,156,22, $34.79 , $7.64 , $1.58 , $200.00 ,1,0,0,88.64%,11.36%,0.00%,
03/22/14,Google,CCBG - Platinum,Active,1.1,9.2,92,15, $10.51 , $7.60 , $0.70 , $200.00 ,1,0,0,95.83%,4.17%,0.00%,
03/23/14,Google,CCBG - Platinum,Active,1.1,9.2,90,17, $10.26 , $7.77 , $0.60 , $200.00 ,1,0,0,92.78%,7.22%,0.00%,
03/24/14,Google,CCBG - Platinum,Active,1.1,9.2,112,16, $14.53 , $7.31 , $0.91 , $200.00 ,0,0,0,89.60%,10.40%,0.00%,
03/25/14,Google,CCBG - Platinum,Active,1.1,9.2,98,14, $13.37 , $7.07 , $0.96 , $200.00 ,4,1,1,89.91%,10.09%,0.00%,
03/26/14,Google,CCBG - Platinum,Active,1.1,9.3,135,16, $15.94 , $7.55 , $1.00 , $200.00 ,5,2,1,96.43%,3.57%,0.00%,
03/27/14,Google,CCBG - Platinum,Active,1.2,9.2,102,15, $15.86 , $7.40 , $1.06 , $200.00 ,2,0,0,91.07%,8.93%,0.00%,
03/28/14,Google,CCBG - Platinum,Active,1.1,9.3,107,15, $8.57 , $7.60 , $0.57 , $200.00 ,6,0,0,91.45%,8.55%,0.00%,
03/29/14,Google,CCBG - Platinum,Active,1,9.2,86,15, $13.26 , $7.45 , $0.88 , $200.00 ,0,0,0,89.58%,10.42%,0.00%,
03/30/14,Google,CCBG - Platinum,Active,1.2,9.2,94,12, $6.96 , $7.63 , $0.58 , $200.00 ,0,0,0,94.00%,6.00%,0.00%,
03/31/14,Google,CCBG - Platinum,Active,1.1,9.3,127,15, $12.07 , $7.35 , $0.80 , $200.00 ,2,0,0,96.21%,3.79%,0.00%,
01/01/14,Google,CCG,Active,2.2,5.4,"1,098",7, $58.27 , $12.26 , $8.32 , $435.00 ,3,0,0,62.35%,37.65%,0.00%,
01/02/14,Google,CCG,Active,2.5,5.5,"1,922",11, $85.84 , $8.80 , $7.80 , $435.00 ,0,0,0,31.04%,20.95%,48.01%,
01/03/14,Google,CCG,Active,2.6,5.4,"1,977",13, $83.04 , $8.23 , $6.39 , $435.00 ,0,0,0,33.23%,22.72%,44.05%,
01/04/14,Google,CCG,Active,2.9,5.4,"2,658",15, $81.10 , $7.05 , $5.41 , $435.00 ,0,0,0,45.62%,27.07%,27.31%,
01/05/14,Google,CCG,Active,3,5.4,"2,310",10, $82.73 , $9.74 , $8.27 , $435.00 ,1,0,0,41.75%,29.10%,29.15%,
01/06/14,Google,CCG,Active,2.8,5.5,"2,730",12, $98.77 , $10.82 , $8.23 , $435.00 ,0,0,0,39.01%,27.08%,33.91%,
01/07/14,Google,CCG,Active,2.9,5.5,"2,398",16, $129.80 , $12.40 , $8.11 , $435.00 ,7,1,0,36.48%,24.83%,38.69%,
01/08/14,Google,CCG,Active,2.7,5.6,"1,875",13, $126.18 , $11.44 , $9.71 , $435.00 ,4,0,0,32.15%,21.16%,46.69%,
01/09/14,Google,CCG,Active,2.3,5.6,"3,667",24, $174.35 , $12.38 , $7.26 , $435.00 ,7,0,0,50.09%,27.76%,22.15%,
01/10/14,Google,CCG,Active,2.2,5.6,"3,646",29, $247.28 , $11.74 , $8.53 , $435.00 ,2,0,0,50.76%,25.95%,23.29%,
01/11/14,Google,CCG,Active,2.4,5.5,"2,331",21, $235.51 , $14.93 , $11.21 , $435.00 ,0,0,0,48.51%,27.50%,23.99%,
01/12/14,Google,CCG,Active,2.1,5.5,"5,189",30, $241.12 , $10.92 , $8.04 , $435.00 ,10,2,1,64.66%,34.33%,1.01%,
01/13/14,Google,CCG,Active,2.1,5.6,"7,529",52, $408.64 , $11.67 , $7.86 , $435.00 ,7,1,0,64.69%,35.27%,0.04%,
01/14/14,Google,CCG,Active,1.9,5.6,"6,922",47, $463.84 , $14.69 , $9.87 , $435.00 ,9,0,0,65.30%,34.54%,0.16%,
01/15/14,Google,CCG,Active,2,5.6,"6,998",58, $527.00 , $13.39 , $9.09 , $435.00 ,10,0,0,64.51%,34.75%,0.74%,
01/16/14,Google,CCG,Active,2,5.6,"7,401",45, $425.30 , $13.92 , $9.45 , $435.00 ,3,1,0,66.69%,33.21%,0.10%,
01/17/14,Google,CCG,Active,2,5.7,"7,043",38, $436.19 , $15.78 , $11.48 , $435.00 ,4,1,0,66.90%,33.10%,0.00%,
01/18/14,Google,CCG,Active,2.2,5.6,"4,975",32, $300.55 , $13.34 , $9.39 , $435.00 ,5,0,0,67.03%,32.97%,0.00%,
01/19/14,Google,CCG,Active,2.1,5.6,"5,426",38, $425.73 , $14.88 , $11.20 , $435.00 ,11,2,0,66.07%,33.93%,0.00%,
01/20/14,Google,CCG,Active,2.1,5.6,"7,674",45, $449.78 , $14.23 , $10.00 , $435.00 ,6,1,1,66.40%,33.60%,0.00%,
01/21/14,Google,CCG,Active,2,5.6,"7,879",55, $535.73 , $14.94 , $9.74 , $435.00 ,3,1,0,67.08%,32.92%,0.00%,
01/22/14,Google,CCG,Active,2,5.3,"7,183",44, $462.53 , $15.11 , $10.51 , $435.00 ,8,3,2,65.75%,34.25%,0.00%,
01/23/14,Google,CCG,Active,2.1,5.3,"7,039",36, $357.99 , $13.28 , $9.94 , $435.00 ,7,0,0,67.09%,32.91%,0.00%,
01/24/14,Google,CCG,Active,2.1,5.3,"6,408",31, $328.68 , $14.05 , $10.60 , $435.00 ,2,0,0,65.14%,34.86%,0.00%,
01/25/14,Google,CCG,Active,2,5.2,"4,955",31, $304.00 , $13.43 , $9.81 , $435.00 ,6,0,0,67.94%,32.06%,0.00%,
01/26/14,Google,CCG,Active,2.2,5.2,"3,493",25, $265.40 , $13.24 , $10.62 , $435.00 ,2,0,0,55.91%,29.04%,15.05%,
01/27/14,Google,CCG,Active,2.2,5.2,"1,192",6, $43.60 , $12.02 , $7.27 , $435.00 ,0,0,0,47.28%,21.66%,31.06%,
01/28/14,Google,CCG,Active,0,0,0,0, $-   , $-   , $-   , $435.00 ,0,0,0,N/A,N/A,N/A,
01/29/14,Google,CCG,Active,0,0,0,0, $-   , $-   , $-   , $435.00 ,0,0,0,N/A,N/A,N/A,
01/30/14,Google,CCG,Active,0,0,0,0, $-   , $-   , $-   , $435.00 ,0,0,0,N/A,N/A,N/A,
01/31/14,Google,CCG,Active,0,0,0,0, $-   , $-   , $-   , $435.00 ,0,0,0,N/A,N/A,N/A,
02/01/14,Google,CCG,Active,0,0,0,0, $-   , $-   , $-   , $435.00 ,0,0,0,N/A,N/A,N/A,
02/02/14,Google,CCG,Active,0,0,0,0, $-   , $-   , $-   , $435.00 ,0,0,0,N/A,N/A,N/A,
02/03/14,Google,CCG,Active,2,5.2,"2,112",11, $114.33 , $13.73 , $10.39 , $435.00 ,0,0,0,42.01%,16.23%,41.75%,
02/04/14,Google,CCG,Active,2.2,5.1,"2,560",12, $115.93 , $12.74 , $9.66 , $435.00 ,1,0,0,43.66%,21.66%,34.68%,
02/05/14,Google,CCG,Active,2,5.5,"1,623",13, $109.12 , $16.62 , $8.39 , $435.00 ,3,1,0,31.47%,16.09%,52.43%,
02/06/14,Google,CCG,Active,2,5.5,"2,358",12, $104.63 , $16.83 , $8.72 , $435.00 ,0,0,0,45.09%,18.24%,36.67%,
02/07/14,Google,CCG,Active,2.1,5.5,"2,932",16, $134.11 , $13.32 , $8.38 , $435.00 ,1,0,0,49.66%,26.72%,23.62%,
02/08/14,Google,CCG,Active,2,5.5,"2,774",15, $120.96 , $12.60 , $8.06 , $435.00 ,2,0,0,52.97%,29.86%,17.17%,
02/09/14,Google,CCG,Active,2,5.4,"2,804",15, $130.91 , $12.73 , $8.73 , $435.00 ,1,1,0,57.90%,25.13%,16.97%,
02/10/14,Google,CCG,Active,2.1,5.6,"2,607",18, $148.40 , $11.78 , $8.24 , $435.00 ,0,0,0,39.68%,22.05%,38.26%,
02/11/14,Google,CCG,Active,2.1,5.7,"2,550",17, $153.84 , $13.64 , $9.05 , $435.00 ,2,0,0,49.27%,24.07%,26.66%,
02/12/14,Google,CCG,Active,2.1,5.7,"3,056",17, $167.60 , $14.41 , $9.86 , $435.00 ,1,0,0,54.25%,27.59%,18.16%,
02/13/14,Google,CCG,Active,2,5.8,"4,136",17, $153.37 , $11.97 , $9.02 , $435.00 ,1,0,0,66.30%,27.61%,6.09%,
02/14/14,Google,CCG,Active,2.4,5.8,"1,290",16, $152.40 , $13.40 , $9.52 , $435.00 ,1,0,0,38.93%,17.65%,43.42%,
02/15/14,Google,CCG,Active,2.2,5.5,"2,067",17, $150.46 , $13.15 , $8.85 , $435.00 ,2,1,1,57.27%,23.94%,18.79%,
02/16/14,Google,CCG,Active,2.2,5.1,"2,749",17, $145.06 , $12.93 , $8.53 , $435.00 ,0,0,0,56.60%,29.32%,14.08%,
02/17/14,Google,CCG,Active,2.3,5.7,"1,457",16, $155.01 , $13.25 , $9.69 , $435.00 ,2,1,0,36.50%,16.96%,46.54%,
02/18/14,Google,CCG,Active,2.3,5.3,"1,701",15, $149.14 , $13.70 , $9.94 , $435.00 ,1,0,0,42.12%,21.57%,36.31%,
02/19/14,Google,CCG,Active,2.2,5.4,"1,932",13, $151.83 , $27.00 , $11.68 , $435.00 ,5,1,1,46.88%,21.26%,31.85%,
02/20/14,Google,CCG,Active,1.7,5.5,"1,059",9, $158.47 , $30.11 , $17.61 , $435.00 ,1,0,0,35.61%,5.41%,58.98%,
02/21/14,Google,CCG,Active,1.5,6,"1,602",12, $154.61 , $27.03 , $12.88 , $435.00 ,5,0,0,52.73%,6.71%,40.55%,
02/22/14,Google,CCG,Active,1.6,5.5,"1,476",10, $139.46 , $28.00 , $13.95 , $435.00 ,1,0,0,60.79%,6.55%,32.66%,
02/23/14,Google,CCG,Active,1.6,5.5,"1,004",8, $134.32 , $30.75 , $16.79 , $435.00 ,0,0,0,44.44%,6.29%,49.27%,
02/24/14,Google,CCG,Active,1.5,5.5,"1,724",9, $152.81 , $26.11 , $16.98 , $435.00 ,0,0,0,49.09%,8.83%,42.08%,
02/25/14,Google,CCG,Active,1.6,5.4,"1,073",8, $131.74 , $28.13 , $16.47 , $435.00 ,2,0,0,36.61%,3.75%,59.64%,
02/26/14,Google,CCG,Active,1.6,5.5,953,7, $159.35 , $31.00 , $22.76 , $435.00 ,3,1,0,35.14%,4.42%,60.44%,
02/27/14,Google,CCG,Active,1.4,5.5,"1,645",11, $118.34 , $21.87 , $10.76 , $435.00 ,2,0,0,55.41%,5.25%,39.34%,
02/28/14,Google,CCG,Active,2.3,5.6,"1,706",8, $97.64 , $28.63 , $12.20 , $435.00 ,2,1,0,57.08%,17.93%,24.99%,
03/01/14,Google,CCG,Active,1.4,5,"1,376",15, $155.66 , $22.14 , $10.38 , $435.00 ,2,1,0,52.98%,6.43%,40.59%,
03/02/14,Google,CCG,Active,1.5,5.5,"1,154",10, $142.89 , $32.20 , $14.29 , $435.00 ,0,0,0,49.17%,5.16%,45.68%,
03/03/14,Google,CCG,Active,1.4,5,"1,171",14, $157.44 , $29.86 , $11.25 , $435.00 ,0,1,1,39.33%,6.21%,54.45%,
03/04/14,Google,CCG,Active,1.5,5.1,"1,920",13, $168.35 , $25.69 , $12.95 , $435.00 ,5,2,1,54.78%,10.27%,34.95%,
03/05/14,Google,CCG,Active,1.6,5.1,801,11, $164.68 , $32.18 , $14.97 , $435.00 ,0,0,0,31.01%,5.15%,63.84%,
03/06/14,Google,CCG,Active,1.5,5,"1,184",11, $165.91 , $31.82 , $15.08 , $435.00 ,0,0,0,42.95%,7.25%,49.80%,
03/07/14,Google,CCG,Active,1.6,5.2,756,10, $163.67 , $26.40 , $16.37 , $435.00 ,1,0,0,32.42%,7.93%,59.65%,
03/08/14,Google,CCG,Active,1.5,5.5,"1,069",10, $173.73 , $32.20 , $17.37 , $435.00 ,1,0,0,52.95%,8.47%,38.58%,
03/09/14,Google,CCG,Active,1.5,5.5,"1,246",12, $152.58 , $22.23 , $12.72 , $435.00 ,2,1,0,56.89%,7.72%,35.39%,
03/10/14,Google,CCG,Active,1.6,5.4,669,8, $169.90 , $27.50 , $21.24 , $435.00 ,0,0,0,28.02%,5.57%,66.42%,
03/11/14,Google,CCG,Active,1.6,5.4,521,11, $161.26 , $25.41 , $14.66 , $435.00 ,2,1,0,24.43%,3.33%,72.25%,
03/12/14,Google,CCG,Active,1.5,5.6,825,10, $168.97 , $29.10 , $16.90 , $435.00 ,2,0,0,33.25%,5.12%,61.63%,
03/13/14,Google,CCG,Active,1.8,4.6,335,12, $162.79 , $30.42 , $13.57 , $435.00 ,10,1,0,16.98%,1.67%,81.35%,
03/14/14,Google,CCG,Active,1.6,4.9,"1,332",11, $149.31 , $28.48 , $13.57 , $435.00 ,2,0,0,51.57%,5.88%,42.55%,
03/15/14,Google,CCG,Active,1.6,4.8,"1,348",12, $178.28 , $28.50 , $14.86 , $435.00 ,1,0,0,61.22%,9.04%,29.75%,
03/16/14,Google,CCG,Active,1.7,4.7,774,9, $153.74 , $31.11 , $17.08 , $435.00 ,2,1,1,40.87%,5.17%,53.96%,
03/17/14,Google,CCG,Active,1.7,4.8,700,9, $155.47 , $27.22 , $17.27 , $435.00 ,0,0,0,27.90%,4.03%,68.07%,
03/18/14,Google,CCG,Active,1.6,4.9,"2,009",12, $166.95 , $29.18 , $13.91 , $435.00 ,3,1,0,57.65%,7.60%,34.75%,
03/19/14,Google,CCG,Active,1.4,5.2,"1,340",14, $162.23 , $27.61 , $11.59 , $435.00 ,5,0,0,50.66%,7.45%,41.89%,
03/20/14,Google,CCG,Active,1.5,5.2,929,18, $155.55 , $29.19 , $8.64 , $435.00 ,3,1,0,41.49%,8.53%,49.98%,
03/21/14,Google,CCG,Active,1.5,5.8,"1,262",16, $171.57 , $25.41 , $10.72 , $435.00 ,3,1,0,54.37%,8.23%,37.40%,
03/22/14,Google,CCG,Active,1.5,5.7,953,14, $146.93 , $28.36 , $10.50 , $435.00 ,0,0,0,50.21%,7.48%,42.31%,
03/23/14,Google,CCG,Active,1.6,5.7,"1,271",14, $150.51 , $26.79 , $10.75 , $435.00 ,3,0,0,58.71%,9.98%,31.32%,
03/24/14,Google,CCG,Active,1.4,5.6,"3,124",33, $468.88 , $28.14 , $14.21 , $435.00 ,15,2,0,72.30%,13.91%,13.79%,
03/25/14,Google,CCG,Active,1.4,5.6,"2,364",35, $446.82 , $28.23 , $12.77 , $435.00 ,10,0,0,64.95%,11.48%,23.57%,
03/26/14,Google,CCG,Active,1.5,5.5,"3,954",31, $445.06 , $27.83 , $14.36 , $435.00 ,10,2,2,81.21%,14.36%,4.44%,
03/27/14,Google,CCG,Active,1.4,5.5,"2,807",29, $435.19 , $27.66 , $15.01 , $435.00 ,4,2,0,73.21%,11.71%,15.08%,
03/28/14,Google,CCG,Active,1.5,5.5,"2,948",32, $438.12 , $29.21 , $13.69 , $435.00 ,10,1,0,75.92%,11.33%,12.75%,
